date,title,url
2013-05-27,"63k underfed kids in Karnataka; lack of follow-up a worry",http://timesofindia.indiatimes.com//india/63k-underfed-kids-in-Karnataka-lack-of-follow-up-a-worry/articleshow/20283879.cms
2013-05-27,"63k underfed kids in Karnataka; lack of follow-up a worry",http://timesofindia.indiatimes.com//city/bengaluru/63k-underfed-kids-in-Karnataka-lack-of-follow-up-a-worry/articleshow/20283886.cms
2013-05-27,"2 Pakistani prisoners claim lack of consular access",http://timesofindia.indiatimes.com//city/kolkata/2-Pakistani-prisoners-claim-lack-of-consular-access/articleshow/20291144.cms
2013-09-05,"Garhwa anganwadi centres lack proper infrastructure",http://timesofindia.indiatimes.com//city/ranchi/Garhwa-anganwadi-centres-lack-proper-infrastructure/articleshow/22310410.cms
2013-05-23,"Kumaon University's VC steps down, cites lack of functional autonomy as the reason",http://timesofindia.indiatimes.com//india/Kumaon-Universitys-VC-steps-down-cites-lack-of-functional-autonomy-as-the-reason/articleshow/20220410.cms
2013-05-17,"Corporators protest against lack of civic amenities in city",http://timesofindia.indiatimes.com//city/allahabad/Corporators-protest-against-lack-of-civic-amenities-in-city/articleshow/20101386.cms
2013-05-17,"Ajmer special train exposes railways' lack of preparedness",http://timesofindia.indiatimes.com//city/nagpur/Ajmer-special-train-exposes-railways-lack-of-preparedness/articleshow/20103355.cms
2013-01-31,"VIP hubs pay tax, lack amenities",http://timesofindia.indiatimes.com//city/hubballi/VIP-hubs-pay-tax-lack-amenities/articleshow/18265986.cms
2013-01-23,"'Schools lack enough urinals, playgrounds'",http://timesofindia.indiatimes.com//city/goa/Schools-lack-enough-urinals-playgrounds/articleshow/18141302.cms
2013-07-15,"Study says lack of Vitamin D, B12 taking toll of older bones",http://timesofindia.indiatimes.com//city/pune/Study-says-lack-of-Vitamin-D-B12-taking-toll-of-older-bones/articleshow/21077760.cms
2013-07-15,"Farmers change crop pattern due to lack of water in Tiruvarur",http://timesofindia.indiatimes.com//city/madurai/Farmers-change-crop-pattern-due-to-lack-of-water-in-Tiruvarur/articleshow/21078089.cms
2013-07-17,"Ban on dance bars in Mumbai ‘reflects lack of thinking’",http://timesofindia.indiatimes.com//city/mumbai/Ban-on-dance-bars-in-Mumbai-reflects-lack-of-thinking/articleshow/21111628.cms
2013-07-17,"Mumbai hospitals lack infrastructure to tackle cases, outside referrals",http://timesofindia.indiatimes.com//city/mumbai/Mumbai-hospitals-lack-infrastructure-to-tackle-cases-outside-referrals/articleshow/21113676.cms
2013-07-17,"Mumbai twins die for lack of ventilator in 3 hospitals",http://timesofindia.indiatimes.com//city/mumbai/Mumbai-twins-die-for-lack-of-ventilator-in-3-hospitals/articleshow/21114309.cms
2013-08-03,"Negligence & lack of urgency to mend faulty cable caused death",http://timesofindia.indiatimes.com//city/jaipur/Negligence-lack-of-urgency-to-mend-faulty-cable-caused-death/articleshow/21564214.cms
2013-06-20,"Rains expose lack of preparedness by authorities",http://timesofindia.indiatimes.com//city/chandigarh/Rains-expose-lack-of-preparedness-by-authorities/articleshow/20673742.cms
2013-06-20,"Killer floods in Uttarakhand and other parts of north India expose lack of preparedness",http://timesofindia.indiatimes.com//uttarakhand-disaster/opinion/Killer-floods-in-Uttarakhand-and-other-parts-of-north-India-expose-lack-of-preparedness/articleshow/20677947.cms
2013-08-14,"50% mobile apps lack privacy protection info: CNIL",http://timesofindia.indiatimes.com//tech/tech-news/50-mobile-apps-lack-privacy-protection-info-CNIL/articleshow/21819784.cms
2013-11-09,"'38 arrested Nigerians lack valid documents'",http://timesofindia.indiatimes.com//city/goa/38-arrested-Nigerians-lack-valid-documents/articleshow/25459880.cms
2013-11-09,"100 district schools lack space for kitchen sheds",http://timesofindia.indiatimes.com//city/kolhapur/100-district-schools-lack-space-for-kitchen-sheds/articleshow/25467114.cms
2013-02-17,"Boating centres lack safety measures",http://timesofindia.indiatimes.com//city/bengaluru/Boating-centres-lack-safety-measures/articleshow/18537740.cms
2013-02-17,"Mall traders rue lack of facilities",http://timesofindia.indiatimes.com//city/bhubaneswar/Mall-traders-rue-lack-of-facilities/articleshow/18537985.cms
2013-02-17,"Century-old building dying for lack of govt attention",http://timesofindia.indiatimes.com//city/chandigarh/Century-old-building-dying-for-lack-of-govt-attention/articleshow/18544917.cms
2013-07-25,"HC disallows mega housing project for lack of road width",http://timesofindia.indiatimes.com//city/chennai/HC-disallows-mega-housing-project-for-lack-of-road-width/articleshow/21321170.cms
2013-04-17,"City’s lack of toilet sense hurts women",http://timesofindia.indiatimes.com//articleshow/19592495.cms
2013-01-22,"Arabul bail in Mollah case for lack of evidence",http://timesofindia.indiatimes.com//city/kolkata/Arabul-bail-in-Mollah-case-for-lack-of-evidence/articleshow/18125408.cms
2013-01-22,"Residents rue lack of respect for traffic norms",http://timesofindia.indiatimes.com//city/bhubaneswar/Residents-rue-lack-of-respect-for-traffic-norms/articleshow/18126328.cms
2013-11-30,"Patients suffer as civic hospitals lack important medicines",http://timesofindia.indiatimes.com//city/navi-mumbai/Patients-suffer-as-civic-hospitals-lack-important-medicines/articleshow/26601717.cms
2013-04-22,"UT administration under fire for lack of long-term electricity plan",http://timesofindia.indiatimes.com//city/chandigarh/UT-administration-under-fire-for-lack-of-long-term-electricity-plan/articleshow/19670865.cms
2013-04-22,"Karuna flays state govt on lack of preparedness to deal with water scarcity",http://timesofindia.indiatimes.com//city/chennai/Karuna-flays-state-govt-on-lack-of-preparedness-to-deal-with-water-scarcity/articleshow/19671828.cms
2013-05-14,"Civic body to deploy private security guards in hospitals due to lack of enough female home sguards",http://timesofindia.indiatimes.com//city/nashik/Civic-body-to-deploy-private-security-guards-in-hospitals-due-to-lack-of-enough-female-home-sguards/articleshow/20037343.cms
2013-09-14,"Mohun Bagan lack money to clear dues",http://timesofindia.indiatimes.com//sports/football/i-league/Mohun-Bagan-lack-money-to-clear-dues/articleshow/22566163.cms
2013-07-24,"Floods expose lack of proper warning system",http://timesofindia.indiatimes.com//city/nagpur/Floods-expose-lack-of-proper-warning-system/articleshow/21290412.cms
2013-07-24,"Government schools in Ramgarh lack sanitation",http://timesofindia.indiatimes.com//city/ranchi/Government-schools-in-Ramgarh-lack-sanitation/articleshow/21297098.cms
2013-12-18,"Grounded, flyers complain about lack of information",http://timesofindia.indiatimes.com//city/delhi/Grounded-flyers-complain-about-lack-of-information/articleshow/27546659.cms
2013-12-18,"After lack of interest, three firms close in on metro bid",http://timesofindia.indiatimes.com//city/navi-mumbai/After-lack-of-interest-three-firms-close-in-on-metro-bid/articleshow/27550936.cms
2013-09-22,"Youngsters making up for lack of stars in Rajasthan Royals: Dravid",http://timesofindia.indiatimes.com//series-tournament/clt20/top-stories/Youngsters-making-up-for-lack-of-stars-in-Rajasthan-Royals-Dravid/articleshow/22884671.cms
2013-09-26,"Doctors lament lack of basic infrastructure at Patna Medical College and Hospital",http://timesofindia.indiatimes.com//city/patna/Doctors-lament-lack-of-basic-infrastructure-at-Patna-Medical-College-and-Hospital/articleshow/23070678.cms
2013-09-26,"Highveld Lions lack experience: Tanvir",http://timesofindia.indiatimes.com//series-tournament/clt20/top-stories/Highveld-Lions-lack-experience-Tanvir/articleshow/23087606.cms
2013-06-18,"Collector petitioned over lack of parking space",http://timesofindia.indiatimes.com//city/coimbatore/Collector-petitioned-over-lack-of-parking-space/articleshow/20638910.cms
2014-03-22,"Cardboard box makers shut shop due to lack of regulation, input cost hike",http://timesofindia.indiatimes.com//business/india-business/Cardboard-box-makers-shut-shop-due-to-lack-of-regulation-input-cost-hike/articleshow/32458764.cms
2014-11-11,"From lack of sewerage lines to encroachments, complaints are many",http://timesofindia.indiatimes.com//city/jaipur/From-lack-of-sewerage-lines-to-encroachments-complaints-are-many/articleshow/45104504.cms
2014-11-11,"Crime rate, lack of civic upkeep biggest concerns",http://timesofindia.indiatimes.com//city/noida/Crime-rate-lack-of-civic-upkeep-biggest-concerns/articleshow/45104952.cms
2014-11-08,"Young Indian golfers lack ambition, hunger: Shiv Kapur",http://timesofindia.indiatimes.com//sports/golf/interviews/Young-Indian-golfers-lack-ambition-hunger-Shiv-Kapur/articleshow/45078900.cms
2014-09-30,"7 public health labs closed for lack of food analyst",http://timesofindia.indiatimes.com//city/jaipur/7-public-health-labs-closed-for-lack-of-food-analyst/articleshow/43848638.cms
2014-05-08,"Survey delayed in Sariska region due to lack of coordination: Mines director",http://timesofindia.indiatimes.com//city/jaipur/Survey-delayed-in-Sariska-region-due-to-lack-of-coordination-Mines-director/articleshow/34795236.cms
2014-05-08,"Private engineering colleges cancel courses due to lack of students",http://timesofindia.indiatimes.com//city/noida/Private-engineering-colleges-cancel-courses-due-to-lack-of-students/articleshow/34800026.cms
2014-12-20,"Patna University science depts rue lack of funds",http://timesofindia.indiatimes.com//city/patna/Patna-University-science-depts-rue-lack-of-funds/articleshow/45581546.cms
2014-12-05,"Working head: 6 decades & several boycotts after, Nayasarai continues to grapple with lack of basic amenities",http://timesofindia.indiatimes.com//city/ranchi/Working-head-6-decades-several-boycotts-after-Nayasarai-continues-to-grapple-with-lack-of-basic-amenities/articleshow/45382250.cms
2014-11-18,"'Schools lack basic infra for special kids'",http://timesofindia.indiatimes.com//city/bhubaneswar/Schools-lack-basic-infra-for-special-kids/articleshow/45186116.cms
2014-11-25,"Ghai blames govt for lack of offbeat films in Hindi",http://timesofindia.indiatimes.com//city/goa/Ghai-blames-govt-for-lack-of-offbeat-films-in-Hindi/articleshow/45264720.cms
2014-03-20,"Tribals threaten poll boycott over lack of development",http://timesofindia.indiatimes.com//news/Tribals-threaten-poll-boycott-over-lack-of-development/articleshow/32345202.cms
2014-03-20,"Tribals threaten poll boycott over lack of development",http://timesofindia.indiatimes.com//city/bhubaneswar/Tribals-threaten-poll-boycott-over-lack-of-development/articleshow/32345405.cms
2014-01-15,"Four fire brigade ‘mini HQs’ lie vacant for lack of furniture",http://timesofindia.indiatimes.com//city/mumbai/Four-fire-brigade-mini-HQs-lie-vacant-for-lack-of-furniture/articleshow/28809063.cms
2014-08-18,"Netas shun BMC cars as they lack in 'comfort'",http://timesofindia.indiatimes.com//city/mumbai/Netas-shun-BMC-cars-as-they-lack-in-comfort/articleshow/40354002.cms
2014-07-09,"Rail stocks plunge on lack of specifics in Budget",http://timesofindia.indiatimes.com//budget-2014/railway-budget-2014/Rail-stocks-plunge-on-lack-of-specifics-in-Budget/articleshow/38044724.cms
2014-07-09,"Rail stocks plunge on lack of specifics in Budget",http://timesofindia.indiatimes.com//business/india-business/Rail-stocks-plunge-on-lack-of-specifics-in-Budget/articleshow/38044962.cms
2014-09-06,"Madurai schools lack adequate toilet facilities",http://timesofindia.indiatimes.com//city/madurai/Madurai-schools-lack-adequate-toilet-facilities/articleshow/41817272.cms
2014-02-06,"Tavera fiasco: GM blames lack of sufficient processes",http://timesofindia.indiatimes.com//business/india-business/Tavera-fiasco-GM-blames-lack-of-sufficient-processes/articleshow/29927070.cms
2014-01-02,"Small penalty, lack of follow-up make traffic drives pointless",http://timesofindia.indiatimes.com//city/lucknow/Small-penalty-lack-of-follow-up-make-traffic-drives-pointless/articleshow/28251256.cms
2014-01-05,"Air India grounds VRS plan citing high attrition, lack of funds",http://timesofindia.indiatimes.com//business/india-business/Air-India-grounds-VRS-plan-citing-high-attrition-lack-of-funds/articleshow/28426715.cms
2014-03-29,"Unplanned approach, lack of awareness hit NRHM schemes",http://timesofindia.indiatimes.com//city/ranchi/Unplanned-approach-lack-of-awareness-hit-NRHM-schemes/articleshow/32884932.cms
2014-11-14,"Padmini rues lack of sponsorship",http://timesofindia.indiatimes.com//city/bhubaneswar/Padmini-rues-lack-of-sponsorship/articleshow/45141360.cms
2014-11-14,"Madurai temples lack in facilities for Ayyappa devotee inflow",http://timesofindia.indiatimes.com//city/madurai/Madurai-temples-lack-in-facilities-for-Ayyappa-devotee-inflow/articleshow/45141739.cms
2014-02-25,"E-library project halted due to lack of copyrights",http://timesofindia.indiatimes.com//city/navi-mumbai/E-library-project-halted-due-to-lack-of-copyrights/articleshow/30959812.cms
2014-04-03,"Is the lack of good quality teachers responsible for the high dropout rate?",http://timesofindia.indiatimes.com//city/goa/Is-the-lack-of-good-quality-teachers-responsible-for-the-high-dropout-rate/articleshow/33152419.cms
2014-04-03,"RTE falls flat for lack of compliance",http://timesofindia.indiatimes.com//city/chennai/RTE-falls-flat-for-lack-of-compliance/articleshow/33157185.cms
2014-08-10,"Tabla, dholak makers lament lack of work in ‘off-season’",http://timesofindia.indiatimes.com//city/navi-mumbai/Tabla-dholak-makers-lament-lack-of-work-in-off-season/articleshow/39962754.cms
2014-08-10,"Inmates lack life skills, scared of world outside",http://timesofindia.indiatimes.com//city/delhi/Inmates-lack-life-skills-scared-of-world-outside/articleshow/39979022.cms
2014-08-10,"BJP flayed on lack of safety for women",http://timesofindia.indiatimes.com//city/delhi/BJP-flayed-on-lack-of-safety-for-women/articleshow/39979323.cms
2014-12-30,"Check spread of colleges that lack infrastructure, quality",http://timesofindia.indiatimes.com//city/nagpur/Check-spread-of-colleges-that-lack-infrastructure-quality/articleshow/45682026.cms
2014-12-30,"Students' body stages protest against lack of basic amenities",http://timesofindia.indiatimes.com//city/aurangabad/Students-body-stages-protest-against-lack-of-basic-amenities/articleshow/45686024.cms
2014-10-16,"Staff on poll duty complain of lack of basic facilities",http://timesofindia.indiatimes.com//city/kolhapur/Staff-on-poll-duty-complain-of-lack-of-basic-facilities/articleshow/44831358.cms
2014-09-07,"NU depts lack infra, facilities",http://timesofindia.indiatimes.com//city/nagpur/NU-depts-lack-infra-facilities/articleshow/41902377.cms
